"","DISTRICT","BLOCK","HYDROGRAPH.STATION","TYPE.OF.STATION","YEAR","WELL.ID","LATITUDE","LONGITUDE","POSTMONSOON","RFL_TY","TEMP_TY","PCTCROPAREA_LY"
"53929","MIRZAPUR","MARIHAN","PATHARAUR","P",2015,7263,24.9330083333333,82.5288405555556,4.95,0.789797978817066,306.967477037042,0.643456375838926
"53930","MIRZAPUR","MARIHAN","RAJOHA","W",2015,7264,24.8834636111111,82.6453897222222,5.85,0.821931294755263,306.822127758501,0.852130325814536
"53931","MIRZAPUR","MARIHAN","SIRSHI","W",2015,7265,24.8430697222222,82.4952305555556,6.65,0.798350047853569,306.933858836563,0.290376569037656
"53932","MIRZAPUR","CITY","ADHAWAR","P",2015,7266,25.1183808333333,82.6544455555556,1.03,0.83447999634785,307.472738814827,0.864774624373957
"53933","MIRZAPUR","CITY","AMOI","P",2015,7267,25.0998766666667,82.5492527777778,4.96,0.796658307294612,307.302670271228,0.52887029288703
"53934","MIRZAPUR","CITY","BARAUDHA-2","P",2015,7268,25.1237525,82.581155,10.31,0.816837957240448,307.408468725676,0.230318257956449
"53935","MIRZAPUR","CITY","BHATAULI","W",2015,7269,25.1860658333333,82.5927516666667,NA,0.80022434031798,307.424289055314,0.509259259259259
"53936","MIRZAPUR","CITY","BHODSAR","P",2015,7270,25.1060258333333,82.5318344444444,4.7,0.796658307294612,307.302670271228,0.60738255033557
"53937","MIRZAPUR","CITY","KANTIT GOSAINPUR","P",2015,7272,25.1515325,82.5058547222222,2.15,0.784046897032212,307.45691848519,0.578151260504202
"53938","MIRZAPUR","CITY","HARIHARBEDAULI-KHAJURI","P",2015,7273,25.1469858333333,82.6204052777778,NA,0.816837957240448,307.408468725676,0.835432409739715
"53939","MIRZAPUR","CITY","JASOHAR-2","P",2015,7274,25.1124038888889,82.5976972222222,10.47,0.816837957240448,307.408468725676,0.549958018471872
"53940","MIRZAPUR","CITY","NEWADHIYA GHAT","P",2015,7276,25.2101791666667,82.5910527777778,12.4,0.80022434031798,307.424289055314,0.85738255033557
"53941","MIRZAPUR","CITY","RANIBARI","P",2015,7279,25.1350994444444,82.5225891666667,1.75,0.796658307294612,307.302670271228,0.397822445561139
"53942","MIRZAPUR","CITY","SAMUGRA-2","P",2015,7280,25.0928913888889,82.5263794444444,11.74,0.796658307294612,307.302670271228,0.789121338912134
"53943","MIRZAPUR","CITY","TIKA KA PURWA","W",2015,7281,25.192315,82.6152777777778,NA,0.80022434031798,307.424289055314,0.654621848739495
"53944","MIRZAPUR","CITY","VINDHYACHAL","W",2015,7282,25.1481911111111,82.5628105555556,1.88,0.816837957240448,307.408468725676,0
"53945","MIRZAPUR","CITY","RAJKIYA PAUDHSALA, BISUNDERPUR, J","P",2015,12295,25.1805555555556,82.5997222222222,17.51,0.80022434031798,307.424289055314,0.593959731543624
"53946","MIRZAPUR","CITY","VAN SANRAKCHAK, VAN VIBHAG, JALAL","P",2015,7285,25.1575630555556,82.6082397222222,16.5,0.80022434031798,307.424289055314,0.90693739424704
